   0.0000000     -0.41614684    
  0.10101010     -0.32233354    
  0.20202020     -0.22523430    
  0.30303031     -0.12583891    
  0.40404040     -2.51606815E-02
  0.50505048      7.57740438E-02
  0.60606062      0.17593643    
  0.70707071      0.27430514    
  0.80808079      0.36987746    
  0.90909094      0.46167922    
   1.0101010      0.54877424    
   1.1111112      0.63027507    
   1.2121212      0.70535058    
   1.3131313      0.77323544    
   1.4141414      0.83323765    
   1.5151515      0.88474560    
   1.6161616      0.92723405    
   1.7171717      0.96026999    
   1.8181819      0.98351657    
   1.9191920      0.99673682    
   2.0202019      0.99979597    
   2.1212120      0.99266279    
   2.2222223      0.97541004    
   2.3232324      0.94821364    
   2.4242425      0.91135079    
   2.5252526      0.86519730    
   2.6262627      0.81022370    
   2.7272727      0.74699032    
   2.8282828      0.67614192    
   2.9292929      0.59840065    
   3.0303030      0.51455903    
   3.1313131      0.42547187    
   3.2323232      0.33204725    
   3.3333333      0.23523764    
   3.4343433      0.13602994    
   3.5353534      3.54354829E-02
   3.6363637     -6.55204505E-02
   3.7373738     -0.16580820    
   3.8383839     -0.26440564    
   3.9393940     -0.36030763    
   4.0404038     -0.45253631    
   4.1414142     -0.54015213    
   4.2424240     -0.62226099    
   4.3434343     -0.69802666    
   4.4444447     -0.76667637    
   4.5454545     -0.82751000    
   4.6464648     -0.87990797    
   4.7474747     -0.92333561    
   4.8484850     -0.95735061    
   4.9494948     -0.98160589    
   5.0505052     -0.99585438    
   5.1515150     -0.99995077    
   5.2525253     -0.99385327    
   5.3535352     -0.97762412    
   5.4545455     -0.95142865    
   5.5555553     -0.91553408    
   5.6565657     -0.87030602    
   5.7575760     -0.81620574    
   5.8585858     -0.75378501    
   5.9595962     -0.68367958    
   6.0606060     -0.60660481    
   6.1616163     -0.52334577    
   6.2626262     -0.43475196    
   6.3636365     -0.34172565    
   6.4646463     -0.24521615    
   6.5656567     -0.14620635    
   6.6666665     -4.57065441E-02
   6.7676768      5.52596860E-02
   6.8686867      0.15566210    
   6.9696970      0.25447813    
   7.0707068      0.35069942    
   7.1717172      0.44334602    
   7.2727275      0.53147298    
   7.3737373      0.61418146    
   7.4747477      0.69062918    
   7.5757575      0.76003605    
   7.6767678      0.82169509    
   7.7777777      0.87497723    
   7.8787880      0.91933972    
   7.9797978      0.95432997    
   8.0808077      0.97959143    
   8.1818180      0.99486673    
   8.2828283      0.99999994    
   8.3838387      0.99493873    
   8.4848480      0.97973490    
   8.5858583      0.95454311    
   8.6868687      0.91962039    
   8.7878790      0.87532264    
   8.8888893      0.82210147    
   8.9898987      0.76050007    
   9.0909090      0.69114536    
   9.1919193      0.61474478    
   9.2929296      0.53207719    
   9.3939390      0.44398630    
   9.4949493      0.35136840    
   9.5959597      0.25516850    
   9.6969700      0.15636732    
   9.7979794      5.59730120E-02
   9.8989897     -4.49928492E-02
   10.000000     -0.14550003    
