   0.0000000      0.54030228    
  0.10101010      0.62240088    
  0.20202020      0.69815445    
  0.30303031      0.76679087    
  0.40404040      0.82761025    
  0.50505048      0.87999266    
  0.60606062      0.92340416    
  0.70707071      0.95740211    
  0.80808079      0.98163998    
  0.90909094      0.99587059    
   1.0101010      0.99994898    
   1.1111112      0.99383348    
   1.2121212      0.97758651    
   1.3131313      0.95137364    
   1.4141414      0.91546214    
   1.5151515      0.87021810    
   1.6161616      0.81610274    
   1.7171717      0.75366765    
   1.8181819      0.68354940    
   1.9191920      0.60646284    
   2.0202019      0.52319390    
   2.1212120      0.43459120    
   2.2222223      0.34155792    
   2.3232324      0.24504288    
   2.4242425      0.14602979    
   2.5252526      4.55280021E-02
   2.6262627     -5.54379001E-02
   2.7272727     -0.15583865    
   2.8282828     -0.25465074    
   2.9292929     -0.35086679    
   3.0303030     -0.44350600    
   3.1313131     -0.53162396    
   3.2323232     -0.61432230    
   3.3333333     -0.69075811    
   3.4343433     -0.76015198    
   3.5353534     -0.82179666    
   3.6363637     -0.87506372    
   3.7373738     -0.91940987    
   3.8383839     -0.95438331    
   3.9393940     -0.97962743    
   4.0404038     -0.99488479    
   4.1414142      -1.0000000    
   4.2424240     -0.99492085    
   4.3434343     -0.97969902    
   4.4444447     -0.95448983    
   4.5454545     -0.91955030    
   4.6464648     -0.87523633    
   4.7474747     -0.82200015    
   4.8484850     -0.76038390    
   4.9494948     -0.69101632    
   5.0505052     -0.61460394    
   5.1515150     -0.53192645    
   5.2525253     -0.44382593    
   5.3535352     -0.35120130    
   5.4545455     -0.25499591    
   5.5555553     -0.15619150    
   5.6565657     -5.57943247E-02
   5.7575760      4.51716334E-02
   5.8585858      0.14567661    
   5.9595962      0.24469699    
   6.0606060      0.34122238    
   6.1616163      0.43426967    
   6.2626262      0.52288944    
   6.3636365      0.60617906    
   6.4646463      0.68328869    
   6.5656567      0.75343305    
   6.6666665      0.81589621    
   6.7676768      0.87004220    
   6.8686867      0.91531837    
   6.9696970      0.95126367    
   7.0707068      0.97751123    
   7.1717172      0.99379385    
   7.2727275      0.99994534    
   7.3737373      0.99590296    
   7.4747477      0.98170799    
   7.5757575      0.95750517    
   7.6767678      0.92354107    
   7.7777777      0.88016224    
   7.8787880      0.82781053    
   7.9797978      0.76702005    
   8.0808077      0.69841033    
   8.1818180      0.62268043    
   8.2828283      0.54060268    
   8.3838387      0.45301375    
   8.4848480      0.36080754    
   8.5858583      0.26492226    
   8.6868687      0.16633624    
   8.7878790      6.60545155E-02
   8.8888893     -3.49005908E-02
   8.9898987     -0.13549896    
   9.0909090     -0.23471695    
   9.1919193     -0.33154213    
   9.2929296     -0.42498744    
   9.3939390     -0.51409942    
   9.4949493     -0.59797138    
   9.5959597     -0.67574728    
   9.6969700     -0.74663436    
   9.7979794     -0.80990946    
   9.8989897     -0.86492860    
   10.000000     -0.91113025    
